date,vaccine_name,batch_id,manufacturer,location,demand,supply,stock
2024-01-05,Sputnik V,SPU-004,Dr. Reddy's,Tamil Nadu,159,145,101
2024-01-06,Sputnik V,SPU-005,Dr. Reddy's,Karnataka,166,196,163
2024-01-07,Sputnik V,SPU-006,Dr. Reddy's,Delhi,150,146,131
2024-01-08,Sputnik V,SPU-007,Dr. Reddy's,Karnataka,185,212,210
2024-01-09,Sputnik V,SPU-008,Dr. Reddy's,Karnataka,190,201,170
2024-01-10,Sputnik V,SPU-009,Dr. Reddy's,Maharashtra,205,218,184
2024-01-11,Sputnik V,SPU-010,Dr. Reddy's,Maharashtra,176,200,152
2024-01-12,Sputnik V,SPU-011,Dr. Reddy's,Delhi,171,181,148
2024-01-13,Sputnik V,SPU-012,Dr. Reddy's,Tamil Nadu,151,180,176
2024-01-14,Sputnik V,SPU-013,Dr. Reddy's,Tamil Nadu,128,158,111
2024-01-15,Sputnik V,SPU-014,Dr. Reddy's,Tamil Nadu,170,153,118
2024-01-16,Sputnik V,SPU-015,Dr. Reddy's,Tamil Nadu,179,194,146
2024-01-17,Sputnik V,SPU-016,Dr. Reddy's,Tamil Nadu,181,181,162
2024-01-18,Sputnik V,SPU-017,Dr. Reddy's,Delhi,169,149,129
2024-01-19,Sputnik V,SPU-018,Dr. Reddy's,Kerala,133,141,116
2024-01-20,Sputnik V,SPU-019,Dr. Reddy's,Karnataka,125,151,123
2024-01-21,Sputnik V,SPU-020,Dr. Reddy's,Kerala,123,107,59
2024-01-22,Sputnik V,SPU-021,Dr. Reddy's,Delhi,133,161,127
2024-01-23,Sputnik V,SPU-022,Dr. Reddy's,Maharashtra,141,133,105
2024-01-24,Sputnik V,SPU-023,Dr. Reddy's,Maharashtra,158,138,111
2024-01-25,Sputnik V,SPU-024,Dr. Reddy's,Delhi,146,160,110
2024-01-26,Sputnik V,SPU-025,Dr. Reddy's,Kerala,121,121,76
2024-01-27,Sputnik V,SPU-026,Dr. Reddy's,Karnataka,108,94,63
2024-01-28,Sputnik V,SPU-027,Dr. Reddy's,Kerala,125,111,83
2024-01-29,Sputnik V,SPU-028,Dr. Reddy's,Maharashtra,154,138,135
2024-01-30,Sputnik V,SPU-029,Dr. Reddy's,Maharashtra,175,165,135
2024-01-31,Sputnik V,SPU-030,Dr. Reddy's,Tamil Nadu,179,165,150
2024-02-01,Sputnik V,SPU-031,Dr. Reddy's,Maharashtra,169,156,126
2024-02-02,Sputnik V,SPU-032,Dr. Reddy's,Tamil Nadu,162,168,148
2024-02-03,Sputnik V,SPU-033,Dr. Reddy's,Kerala,163,147,121
2024-02-04,Sputnik V,SPU-034,Dr. Reddy's,Tamil Nadu,159,187,147
2024-02-05,Sputnik V,SPU-035,Dr. Reddy's,Tamil Nadu,187,169,159
2024-02-06,Sputnik V,SPU-036,Dr. Reddy's,Tamil Nadu,213,243,207
2024-02-07,Sputnik V,SPU-037,Dr. Reddy's,Maharashtra,193,182,132
2024-02-08,Sputnik V,SPU-038,Dr. Reddy's,Maharashtra,198,207,204
2024-02-09,Sputnik V,SPU-039,Dr. Reddy's,Tamil Nadu,180,188,187
2024-02-10,Sputnik V,SPU-040,Dr. Reddy's,Kerala,198,178,171
2024-02-11,Sputnik V,SPU-041,Dr. Reddy's,Kerala,186,207,205
2024-02-12,Sputnik V,SPU-042,Dr. Reddy's,Kerala,188,171,130
2024-02-13,Sputnik V,SPU-043,Dr. Reddy's,Karnataka,184,178,132
2024-02-14,Sputnik V,SPU-044,Dr. Reddy's,Karnataka,188,171,137
2024-02-15,Sputnik V,SPU-045,Dr. Reddy's,Delhi,185,180,169
2024-02-16,Sputnik V,SPU-046,Dr. Reddy's,Delhi,158,170,156
2024-02-17,Sputnik V,SPU-047,Dr. Reddy's,Karnataka,126,110,84
2024-02-18,Sputnik V,SPU-048,Dr. Reddy's,Tamil Nadu,130,126,99
2024-02-19,Sputnik V,SPU-049,Dr. Reddy's,Karnataka,141,143,95
2024-02-20,Sputnik V,SPU-050,Dr. Reddy's,Kerala,123,113,70
2024-02-21,Sputnik V,SPU-051,Dr. Reddy's,Tamil Nadu,171,158,128
2024-02-22,Sputnik V,SPU-052,Dr. Reddy's,Tamil Nadu,141,167,123
2024-02-23,Sputnik V,SPU-053,Dr. Reddy's,Tamil Nadu,128,148,107
2024-02-24,Sputnik V,SPU-054,Dr. Reddy's,Tamil Nadu,118,129,100
2024-02-25,Sputnik V,SPU-055,Dr. Reddy's,Kerala,118,141,115
2024-02-26,Sputnik V,SPU-056,Dr. Reddy's,Maharashtra,147,168,132
2024-02-27,Sputnik V,SPU-057,Dr. Reddy's,Tamil Nadu,167,181,167
2024-02-28,Sputnik V,SPU-058,Dr. Reddy's,Kerala,171,190,188
2024-02-29,Sputnik V,SPU-059,Dr. Reddy's,Kerala,179,163,123
2024-03-01,Sputnik V,SPU-060,Dr. Reddy's,Maharashtra,154,156,155
2024-03-02,Sputnik V,SPU-061,Dr. Reddy's,Karnataka,143,159,112
2024-03-03,Sputnik V,SPU-062,Dr. Reddy's,Karnataka,182,177,134
2024-03-04,Sputnik V,SPU-063,Dr. Reddy's,Maharashtra,175,192,175
2024-03-05,Sputnik V,SPU-064,Dr. Reddy's,Delhi,212,200,183
2024-03-06,Sputnik V,SPU-065,Dr. Reddy's,Kerala,211,221,177
2024-03-07,Sputnik V,SPU-066,Dr. Reddy's,Maharashtra,200,225,188
2024-03-08,Sputnik V,SPU-067,Dr. Reddy's,Maharashtra,178,177,146
2024-03-09,Sputnik V,SPU-068,Dr. Reddy's,Delhi,185,177,168
2024-03-10,Sputnik V,SPU-069,Dr. Reddy's,Delhi,193,210,201
2024-03-11,Sputnik V,SPU-070,Dr. Reddy's,Maharashtra,179,161,161
2024-03-12,Sputnik V,SPU-071,Dr. Reddy's,Maharashtra,197,214,168
2024-03-13,Sputnik V,SPU-072,Dr. Reddy's,Delhi,181,172,155
2024-03-14,Sputnik V,SPU-073,Dr. Reddy's,Karnataka,176,163,115
2024-03-15,Sputnik V,SPU-074,Dr. Reddy's,Tamil Nadu,172,191,172
2024-03-16,Sputnik V,SPU-075,Dr. Reddy's,Tamil Nadu,130,133,106
2024-03-17,Sputnik V,SPU-076,Dr. Reddy's,Tamil Nadu,140,137,98
2024-03-18,Sputnik V,SPU-077,Dr. Reddy's,Tamil Nadu,136,166,119
2024-03-19,Sputnik V,SPU-078,Dr. Reddy's,Delhi,179,194,192
2024-03-20,Sputnik V,SPU-079,Dr. Reddy's,Delhi,151,155,114
2024-03-21,Sputnik V,SPU-080,Dr. Reddy's,Karnataka,148,176,144
2024-03-22,Sputnik V,SPU-081,Dr. Reddy's,Kerala,137,145,100
2024-03-23,Sputnik V,SPU-082,Dr. Reddy's,Delhi,113,110,72
2024-03-24,Sputnik V,SPU-083,Dr. Reddy's,Maharashtra,100,123,94
2024-03-25,Sputnik V,SPU-084,Dr. Reddy's,Maharashtra,146,160,110
2024-03-26,Sputnik V,SPU-085,Dr. Reddy's,Delhi,157,183,158
2024-03-27,Sputnik V,SPU-086,Dr. Reddy's,Delhi,175,185,181
2024-03-28,Sputnik V,SPU-087,Dr. Reddy's,Tamil Nadu,165,175,125
2024-03-29,Sputnik V,SPU-088,Dr. Reddy's,Delhi,135,141,98
2024-03-30,Sputnik V,SPU-089,Dr. Reddy's,Kerala,140,168,153
2024-03-31,Sputnik V,SPU-090,Dr. Reddy's,Karnataka,144,150,101
2024-04-01,Sputnik V,SPU-091,Dr. Reddy's,Karnataka,181,183,137
2024-04-02,Sputnik V,SPU-092,Dr. Reddy's,Kerala,203,189,175
2024-04-03,Sputnik V,SPU-093,Dr. Reddy's,Kerala,196,188,143
2024-04-04,Sputnik V,SPU-094,Dr. Reddy's,Karnataka,186,187,168
2024-04-05,Sputnik V,SPU-095,Dr. Reddy's,Kerala,191,206,182
2024-04-06,Sputnik V,SPU-096,Dr. Reddy's,Tamil Nadu,185,172,139
2024-04-07,Sputnik V,SPU-097,Dr. Reddy's,Tamil Nadu,174,175,168
2024-04-08,Sputnik V,SPU-098,Dr. Reddy's,Delhi,172,202,162
2024-04-09,Sputnik V,SPU-099,Dr. Reddy's,Karnataka,206,200,151
2024-04-10,Sputnik V,SPU-100,Dr. Reddy's,Karnataka,195,224,200
2024-04-11,Sputnik V,SPU-101,Dr. Reddy's,Delhi,202,229,218
2024-04-12,Sputnik V,SPU-102,Dr. Reddy's,Maharashtra,177,181,138
2024-04-13,Sputnik V,SPU-103,Dr. Reddy's,Karnataka,143,146,113
2024-04-14,Sputnik V,SPU-104,Dr. Reddy's,Maharashtra,155,169,140
2024-04-15,Sputnik V,SPU-105,Dr. Reddy's,Tamil Nadu,174,179,160
2024-04-16,Sputnik V,SPU-106,Dr. Reddy's,Maharashtra,181,166,159
2024-04-17,Sputnik V,SPU-107,Dr. Reddy's,Maharashtra,180,189,167
2024-04-18,Sputnik V,SPU-108,Dr. Reddy's,Karnataka,155,174,161
2024-04-19,Sputnik V,SPU-109,Dr. Reddy's,Maharashtra,150,180,141
2024-04-20,Sputnik V,SPU-110,Dr. Reddy's,Tamil Nadu,125,127,93
2024-04-21,Sputnik V,SPU-111,Dr. Reddy's,Tamil Nadu,130,125,94
2024-04-22,Sputnik V,SPU-112,Dr. Reddy's,Karnataka,142,126,126
2024-04-23,Sputnik V,SPU-113,Dr. Reddy's,Delhi,145,145,100
2024-04-24,Sputnik V,SPU-114,Dr. Reddy's,Kerala,161,177,145
2024-04-25,Sputnik V,SPU-115,Dr. Reddy's,Maharashtra,173,197,157
2024-04-26,Sputnik V,SPU-116,Dr. Reddy's,Maharashtra,163,183,183
2024-04-27,Sputnik V,SPU-117,Dr. Reddy's,Karnataka,116,140,135
2024-04-28,Sputnik V,SPU-118,Dr. Reddy's,Delhi,145,168,140
2024-04-29,Sputnik V,SPU-119,Dr. Reddy's,Tamil Nadu,143,133,83
2024-04-30,Sputnik V,SPU-120,Dr. Reddy's,Delhi,171,153,108
2024-05-01,Sputnik V,SPU-121,Dr. Reddy's,Karnataka,199,220,208
2024-05-02,Sputnik V,SPU-122,Dr. Reddy's,Karnataka,178,176,160
2024-05-03,Sputnik V,SPU-123,Dr. Reddy's,Karnataka,180,209,172
2024-05-04,Sputnik V,SPU-124,Dr. Reddy's,Tamil Nadu,170,191,158
2024-05-05,Sputnik V,SPU-125,Dr. Reddy's,Tamil Nadu,180,191,145
2024-05-06,Sputnik V,SPU-126,Dr. Reddy's,Maharashtra,187,196,180
2024-05-07,Sputnik V,SPU-127,Dr. Reddy's,Karnataka,209,224,188
2024-05-08,Sputnik V,SPU-128,Dr. Reddy's,Karnataka,217,201,184
2024-05-09,Sputnik V,SPU-129,Dr. Reddy's,Kerala,181,189,188
2024-05-10,Sputnik V,SPU-130,Dr. Reddy's,Delhi,181,166,148
2024-05-11,Sputnik V,SPU-131,Dr. Reddy's,Maharashtra,180,209,167
2024-05-12,Sputnik V,SPU-132,Dr. Reddy's,Delhi,179,160,153
2024-05-13,Sputnik V,SPU-133,Dr. Reddy's,Tamil Nadu,176,191,171
2024-05-14,Sputnik V,SPU-134,Dr. Reddy's,Maharashtra,208,189,175
2024-05-15,Sputnik V,SPU-135,Dr. Reddy's,Tamil Nadu,198,196,196
2024-05-16,Sputnik V,SPU-136,Dr. Reddy's,Maharashtra,184,210,202
2024-05-17,Sputnik V,SPU-137,Dr. Reddy's,Delhi,153,133,83
2024-05-18,Sputnik V,SPU-138,Dr. Reddy's,Maharashtra,157,143,120
2024-05-19,Sputnik V,SPU-139,Dr. Reddy's,Karnataka,118,130,95
2024-05-20,Sputnik V,SPU-140,Dr. Reddy's,Tamil Nadu,135,144,142
2024-05-21,Sputnik V,SPU-141,Dr. Reddy's,Kerala,151,156,148
2024-05-22,Sputnik V,SPU-142,Dr. Reddy's,Delhi,157,167,119
2024-05-23,Sputnik V,SPU-143,Dr. Reddy's,Karnataka,147,130,123
2024-05-24,Sputnik V,SPU-144,Dr. Reddy's,Maharashtra,145,152,131
2024-05-25,Sputnik V,SPU-145,Dr. Reddy's,Tamil Nadu,108,124,122
2024-05-26,Sputnik V,SPU-146,Dr. Reddy's,Delhi,128,154,154
2024-05-27,Sputnik V,SPU-147,Dr. Reddy's,Karnataka,152,142,116
2024-05-28,Sputnik V,SPU-148,Dr. Reddy's,Maharashtra,174,167,119
2024-05-29,Sputnik V,SPU-149,Dr. Reddy's,Delhi,174,169,123
2024-05-30,Sputnik V,SPU-150,Dr. Reddy's,Delhi,178,162,138
2024-05-31,Sputnik V,SPU-151,Dr. Reddy's,Tamil Nadu,170,189,163
2024-06-01,Sputnik V,SPU-152,Dr. Reddy's,Kerala,179,177,135
2024-06-02,Sputnik V,SPU-153,Dr. Reddy's,Delhi,153,174,130
2024-06-03,Sputnik V,SPU-154,Dr. Reddy's,Tamil Nadu,196,183,145
2024-06-04,Sputnik V,SPU-155,Dr. Reddy's,Kerala,194,189,143
2024-06-05,Sputnik V,SPU-156,Dr. Reddy's,Kerala,206,214,186
2024-06-06,Sputnik V,SPU-157,Dr. Reddy's,Tamil Nadu,218,200,153
2024-06-07,Sputnik V,SPU-158,Dr. Reddy's,Tamil Nadu,197,196,177
2024-06-08,Sputnik V,SPU-159,Dr. Reddy's,Delhi,175,190,189
2024-06-09,Sputnik V,SPU-160,Dr. Reddy's,Tamil Nadu,186,177,139
2024-06-10,Sputnik V,SPU-161,Dr. Reddy's,Tamil Nadu,194,197,173
2024-06-11,Sputnik V,SPU-162,Dr. Reddy's,Maharashtra,195,215,200
2024-06-12,Sputnik V,SPU-163,Dr. Reddy's,Karnataka,202,191,189
2024-06-13,Sputnik V,SPU-164,Dr. Reddy's,Tamil Nadu,189,193,148
2024-06-14,Sputnik V,SPU-165,Dr. Reddy's,Tamil Nadu,160,175,150
2024-06-15,Sputnik V,SPU-166,Dr. Reddy's,Tamil Nadu,146,161,129
2024-06-16,Sputnik V,SPU-167,Dr. Reddy's,Maharashtra,143,155,105
2024-06-17,Sputnik V,SPU-168,Dr. Reddy's,Maharashtra,151,148,147
2024-06-18,Sputnik V,SPU-169,Dr. Reddy's,Tamil Nadu,165,169,140
2024-06-19,Sputnik V,SPU-170,Dr. Reddy's,Tamil Nadu,175,183,156
2024-06-20,Sputnik V,SPU-171,Dr. Reddy's,Tamil Nadu,161,147,115
2024-06-21,Sputnik V,SPU-172,Dr. Reddy's,Maharashtra,125,143,134
2024-06-22,Sputnik V,SPU-173,Dr. Reddy's,Karnataka,114,111,105
2024-06-23,Sputnik V,SPU-174,Dr. Reddy's,Kerala,144,127,113
2024-06-24,Sputnik V,SPU-175,Dr. Reddy's,Tamil Nadu,136,138,89
2024-06-25,Sputnik V,SPU-176,Dr. Reddy's,Tamil Nadu,152,150,117
2024-06-26,Sputnik V,SPU-177,Dr. Reddy's,Maharashtra,164,150,133
2024-06-27,Sputnik V,SPU-178,Dr. Reddy's,Tamil Nadu,157,179,177
2024-06-28,Sputnik V,SPU-179,Dr. Reddy's,Karnataka,163,189,185
2024-06-29,Sputnik V,SPU-180,Dr. Reddy's,Tamil Nadu,153,162,154
2024-06-30,Sputnik V,SPU-181,Dr. Reddy's,Maharashtra,185,177,158
2024-07-01,Sputnik V,SPU-182,Dr. Reddy's,Maharashtra,193,176,168
2024-07-02,Sputnik V,SPU-183,Dr. Reddy's,Karnataka,197,189,141
2024-07-03,Sputnik V,SPU-184,Dr. Reddy's,Kerala,216,232,208
2024-07-04,Sputnik V,SPU-185,Dr. Reddy's,Kerala,200,215,168
2024-07-05,Sputnik V,SPU-186,Dr. Reddy's,Maharashtra,177,169,169
2024-07-06,Sputnik V,SPU-187,Dr. Reddy's,Kerala,191,172,131
2024-07-07,Sputnik V,SPU-188,Dr. Reddy's,Delhi,182,200,190
2024-07-08,Sputnik V,SPU-189,Dr. Reddy's,Kerala,198,217,168
2024-07-09,Sputnik V,SPU-190,Dr. Reddy's,Kerala,203,228,218
2024-07-10,Sputnik V,SPU-191,Dr. Reddy's,Tamil Nadu,203,230,188
2024-07-11,Sputnik V,SPU-192,Dr. Reddy's,Delhi,206,225,201
2024-07-12,Sputnik V,SPU-193,Dr. Reddy's,Delhi,180,179,162
2024-07-13,Sputnik V,SPU-194,Dr. Reddy's,Karnataka,156,178,152
2024-07-14,Sputnik V,SPU-195,Dr. Reddy's,Tamil Nadu,169,167,120
2024-07-15,Sputnik V,SPU-196,Dr. Reddy's,Delhi,177,161,121
2024-07-16,Sputnik V,SPU-197,Dr. Reddy's,Karnataka,166,172,172
2024-07-17,Sputnik V,SPU-198,Dr. Reddy's,Tamil Nadu,163,182,166
2024-07-18,Sputnik V,SPU-199,Dr. Reddy's,Maharashtra,163,180,140
2024-07-19,Sputnik V,SPU-200,Dr. Reddy's,Maharashtra,167,150,100
2024-07-20,Sputnik V,SPU-201,Dr. Reddy's,Kerala,115,141,136
2024-07-21,Sputnik V,SPU-202,Dr. Reddy's,Tamil Nadu,141,170,145
2024-07-22,Sputnik V,SPU-203,Dr. Reddy's,Tamil Nadu,141,140,112
2024-07-23,Sputnik V,SPU-204,Dr. Reddy's,Tamil Nadu,158,169,142
2024-07-24,Sputnik V,SPU-205,Dr. Reddy's,Kerala,163,162,152
2024-07-25,Sputnik V,SPU-206,Dr. Reddy's,Kerala,161,153,127
2024-07-26,Sputnik V,SPU-207,Dr. Reddy's,Tamil Nadu,139,142,130
2024-07-27,Sputnik V,SPU-208,Dr. Reddy's,Tamil Nadu,137,131,94
2024-07-28,Sputnik V,SPU-209,Dr. Reddy's,Delhi,147,157,142
2024-07-29,Sputnik V,SPU-210,Dr. Reddy's,Karnataka,176,156,130
2024-07-30,Sputnik V,SPU-211,Dr. Reddy's,Maharashtra,211,215,181
2024-07-31,Sputnik V,SPU-212,Dr. Reddy's,Maharashtra,199,209,164
2024-08-01,Sputnik V,SPU-213,Dr. Reddy's,Maharashtra,184,185,163
2024-08-02,Sputnik V,SPU-214,Dr. Reddy's,Karnataka,166,149,103
2024-08-03,Sputnik V,SPU-215,Dr. Reddy's,Karnataka,188,206,179
2024-08-04,Sputnik V,SPU-216,Dr. Reddy's,Tamil Nadu,180,173,131
2024-08-05,Sputnik V,SPU-217,Dr. Reddy's,Kerala,190,177,170
2024-08-06,Sputnik V,SPU-218,Dr. Reddy's,Maharashtra,203,214,192
2024-08-07,Sputnik V,SPU-219,Dr. Reddy's,Delhi,225,216,179
2024-08-08,Sputnik V,SPU-220,Dr. Reddy's,Tamil Nadu,186,198,182
2024-08-09,Sputnik V,SPU-221,Dr. Reddy's,Delhi,201,213,172
2024-08-10,Sputnik V,SPU-222,Dr. Reddy's,Delhi,180,163,136
2024-08-11,Sputnik V,SPU-223,Dr. Reddy's,Karnataka,175,159,146
2024-08-12,Sputnik V,SPU-224,Dr. Reddy's,Kerala,168,161,149
2024-08-13,Sputnik V,SPU-225,Dr. Reddy's,Karnataka,175,171,144
2024-08-14,Sputnik V,SPU-226,Dr. Reddy's,Tamil Nadu,200,215,176
2024-08-15,Sputnik V,SPU-227,Dr. Reddy's,Tamil Nadu,157,146,96
2024-08-16,Sputnik V,SPU-228,Dr. Reddy's,Maharashtra,147,160,128
2024-08-17,Sputnik V,SPU-229,Dr. Reddy's,Tamil Nadu,128,122,96
2024-08-18,Sputnik V,SPU-230,Dr. Reddy's,Karnataka,147,147,109
2024-08-19,Sputnik V,SPU-231,Dr. Reddy's,Tamil Nadu,157,163,149
2024-08-20,Sputnik V,SPU-232,Dr. Reddy's,Karnataka,174,167,133
2024-08-21,Sputnik V,SPU-233,Dr. Reddy's,Maharashtra,166,174,135
2024-08-22,Sputnik V,SPU-234,Dr. Reddy's,Maharashtra,155,179,149
2024-08-23,Sputnik V,SPU-235,Dr. Reddy's,Karnataka,142,155,124
2024-08-24,Sputnik V,SPU-236,Dr. Reddy's,Maharashtra,128,123,101
2024-08-25,Sputnik V,SPU-237,Dr. Reddy's,Karnataka,132,116,96
2024-08-26,Sputnik V,SPU-238,Dr. Reddy's,Karnataka,165,177,157
2024-08-27,Sputnik V,SPU-239,Dr. Reddy's,Maharashtra,189,170,156
2024-08-28,Sputnik V,SPU-240,Dr. Reddy's,Maharashtra,199,203,155
2024-08-29,Sputnik V,SPU-241,Dr. Reddy's,Delhi,186,193,163
2024-08-30,Sputnik V,SPU-242,Dr. Reddy's,Karnataka,161,167,120
2024-08-31,Sputnik V,SPU-243,Dr. Reddy's,Delhi,173,200,153
2024-09-01,Sputnik V,SPU-244,Dr. Reddy's,Maharashtra,181,203,159
2024-09-02,Sputnik V,SPU-245,Dr. Reddy's,Maharashtra,191,180,149
2024-09-03,Sputnik V,SPU-246,Dr. Reddy's,Tamil Nadu,224,205,204
2024-09-04,Sputnik V,SPU-247,Dr. Reddy's,Karnataka,223,215,181
2024-09-05,Sputnik V,SPU-248,Dr. Reddy's,Maharashtra,210,191,175
2024-09-06,Sputnik V,SPU-249,Dr. Reddy's,Maharashtra,206,222,201
2024-09-07,Sputnik V,SPU-250,Dr. Reddy's,Maharashtra,168,162,129
2024-09-08,Sputnik V,SPU-251,Dr. Reddy's,Karnataka,182,173,123
2024-09-09,Sputnik V,SPU-252,Dr. Reddy's,Delhi,186,215,188
2024-09-10,Sputnik V,SPU-253,Dr. Reddy's,Kerala,190,194,192
2024-09-11,Sputnik V,SPU-254,Dr. Reddy's,Tamil Nadu,200,225,224
2024-09-12,Sputnik V,SPU-255,Dr. Reddy's,Maharashtra,168,193,182
2024-09-13,Sputnik V,SPU-256,Dr. Reddy's,Tamil Nadu,158,164,143
2024-09-14,Sputnik V,SPU-257,Dr. Reddy's,Maharashtra,162,174,149
2024-09-15,Sputnik V,SPU-258,Dr. Reddy's,Karnataka,149,157,156
2024-09-16,Sputnik V,SPU-259,Dr. Reddy's,Kerala,147,139,106
2024-09-17,Sputnik V,SPU-260,Dr. Reddy's,Tamil Nadu,156,171,148
2024-09-18,Sputnik V,SPU-261,Dr. Reddy's,Tamil Nadu,160,142,139
2024-09-19,Sputnik V,SPU-262,Dr. Reddy's,Maharashtra,162,154,149
2024-09-20,Sputnik V,SPU-263,Dr. Reddy's,Kerala,144,164,116
2024-09-21,Sputnik V,SPU-264,Dr. Reddy's,Maharashtra,130,147,123
2024-09-22,Sputnik V,SPU-265,Dr. Reddy's,Delhi,122,138,90
2024-09-23,Sputnik V,SPU-266,Dr. Reddy's,Kerala,154,164,125
2024-09-24,Sputnik V,SPU-267,Dr. Reddy's,Tamil Nadu,178,175,137
2024-09-25,Sputnik V,SPU-268,Dr. Reddy's,Karnataka,185,210,184
2024-09-26,Sputnik V,SPU-269,Dr. Reddy's,Karnataka,182,209,195
2024-09-27,Sputnik V,SPU-270,Dr. Reddy's,Karnataka,168,194,183
2024-09-28,Sputnik V,SPU-271,Dr. Reddy's,Karnataka,173,171,143
2024-09-29,Sputnik V,SPU-272,Dr. Reddy's,Maharashtra,176,190,166
2024-09-30,Sputnik V,SPU-273,Dr. Reddy's,Kerala,196,200,190
2024-10-01,Sputnik V,SPU-274,Dr. Reddy's,Karnataka,214,221,197
2024-10-02,Sputnik V,SPU-275,Dr. Reddy's,Karnataka,218,242,210
2024-10-03,Sputnik V,SPU-276,Dr. Reddy's,Tamil Nadu,231,228,209
2024-10-04,Sputnik V,SPU-277,Dr. Reddy's,Karnataka,201,213,205
2024-10-05,Sputnik V,SPU-278,Dr. Reddy's,Delhi,186,179,158
2024-10-06,Sputnik V,SPU-279,Dr. Reddy's,Maharashtra,190,217,188
2024-10-07,Sputnik V,SPU-280,Dr. Reddy's,Delhi,217,222,178
2024-10-08,Sputnik V,SPU-281,Dr. Reddy's,Delhi,223,241,226
2024-10-09,Sputnik V,SPU-282,Dr. Reddy's,Kerala,236,254,213
2024-10-10,Sputnik V,SPU-283,Dr. Reddy's,Tamil Nadu,213,229,213
2024-10-11,Sputnik V,SPU-284,Dr. Reddy's,Maharashtra,166,170,157
2024-10-12,Sputnik V,SPU-285,Dr. Reddy's,Maharashtra,139,166,136
2024-10-13,Sputnik V,SPU-286,Dr. Reddy's,Maharashtra,159,141,139
2024-10-14,Sputnik V,SPU-287,Dr. Reddy's,Maharashtra,161,143,112
2024-10-15,Sputnik V,SPU-288,Dr. Reddy's,Delhi,171,179,155
2024-10-16,Sputnik V,SPU-289,Dr. Reddy's,Delhi,188,198,191
2024-10-17,Sputnik V,SPU-290,Dr. Reddy's,Maharashtra,170,188,177
2024-10-18,Sputnik V,SPU-291,Dr. Reddy's,Delhi,148,166,126
2024-10-19,Sputnik V,SPU-292,Dr. Reddy's,Karnataka,135,125,106
2024-10-20,Sputnik V,SPU-293,Dr. Reddy's,Maharashtra,119,140,104
2024-10-21,Sputnik V,SPU-294,Dr. Reddy's,Karnataka,160,159,125
2024-10-22,Sputnik V,SPU-295,Dr. Reddy's,Kerala,166,146,110
2024-10-23,Sputnik V,SPU-296,Dr. Reddy's,Kerala,184,192,161
2024-10-24,Sputnik V,SPU-297,Dr. Reddy's,Delhi,176,189,186
2024-10-25,Sputnik V,SPU-298,Dr. Reddy's,Karnataka,158,141,117
2024-10-26,Sputnik V,SPU-299,Dr. Reddy's,Kerala,172,197,197
2024-10-27,Sputnik V,SPU-300,Dr. Reddy's,Tamil Nadu,153,150,130
2024-10-28,Sputnik V,SPU-301,Dr. Reddy's,Tamil Nadu,185,170,159
2024-10-29,Sputnik V,SPU-302,Dr. Reddy's,Tamil Nadu,208,227,212
2024-10-30,Sputnik V,SPU-303,Dr. Reddy's,Delhi,217,227,224
2024-10-31,Sputnik V,SPU-304,Dr. Reddy's,Delhi,200,207,192
2024-11-01,Sputnik V,SPU-305,Dr. Reddy's,Tamil Nadu,180,198,178
2024-11-02,Sputnik V,SPU-306,Dr. Reddy's,Maharashtra,179,196,186
2024-11-03,Sputnik V,SPU-307,Dr. Reddy's,Karnataka,217,206,193
2024-11-04,Sputnik V,SPU-308,Dr. Reddy's,Kerala,223,243,218
2024-11-05,Sputnik V,SPU-309,Dr. Reddy's,Delhi,203,190,173
2024-11-06,Sputnik V,SPU-310,Dr. Reddy's,Kerala,257,269,252
2024-11-07,Sputnik V,SPU-311,Dr. Reddy's,Kerala,224,207,205
2024-11-08,Sputnik V,SPU-312,Dr. Reddy's,Karnataka,196,180,134
2024-11-09,Sputnik V,SPU-313,Dr. Reddy's,Maharashtra,182,191,165
2024-11-10,Sputnik V,SPU-314,Dr. Reddy's,Delhi,177,188,147
2024-11-11,Sputnik V,SPU-315,Dr. Reddy's,Delhi,173,183,180
2024-11-12,Sputnik V,SPU-316,Dr. Reddy's,Karnataka,212,215,183
2024-11-13,Sputnik V,SPU-317,Dr. Reddy's,Kerala,172,154,117
2024-11-14,Sputnik V,SPU-318,Dr. Reddy's,Karnataka,194,219,179
2024-11-15,Sputnik V,SPU-319,Dr. Reddy's,Karnataka,157,186,167
2024-11-16,Sputnik V,SPU-320,Dr. Reddy's,Maharashtra,129,147,99
2024-11-17,Sputnik V,SPU-321,Dr. Reddy's,Tamil Nadu,142,126,91
2024-11-18,Sputnik V,SPU-322,Dr. Reddy's,Karnataka,154,139,95
2024-11-19,Sputnik V,SPU-323,Dr. Reddy's,Delhi,182,194,158
2024-11-20,Sputnik V,SPU-324,Dr. Reddy's,Delhi,178,185,184
2024-11-21,Sputnik V,SPU-325,Dr. Reddy's,Delhi,162,171,149
2024-11-22,Sputnik V,SPU-326,Dr. Reddy's,Kerala,132,115,97
2024-11-23,Sputnik V,SPU-327,Dr. Reddy's,Maharashtra,150,168,140
2024-11-24,Sputnik V,SPU-328,Dr. Reddy's,Karnataka,146,143,101
2024-11-25,Sputnik V,SPU-329,Dr. Reddy's,Kerala,165,154,111
2024-11-26,Sputnik V,SPU-330,Dr. Reddy's,Maharashtra,212,209,203
